date,transport_type,value
09/10/2021,national_rail,0.61
09/11/2021,cars,1.07
09/11/2021,light_commercial_vehicles,1.25
09/11/2021,heavy_goods_vehicles,1.2
09/11/2021,all_motor_vehicles,1.11
09/11/2021,cycling,1.37
09/11/2021,tfl_tube,0.65
09/11/2021,tfl_bus,0.75
09/11/2021,bus_excluding_london,0.73
09/11/2021,national_rail,0.62
09/12/2021,cars,1.1
09/12/2021,light_commercial_vehicles,1.35
09/12/2021,heavy_goods_vehicles,1.32
09/12/2021,all_motor_vehicles,1.15
09/12/2021,cycling,1.53
09/12/2021,tfl_tube,0.6
09/12/2021,tfl_bus,0.74
09/12/2021,bus_excluding_london,0.8
09/12/2021,national_rail,0.62
09/13/2021,cars,0.96
09/13/2021,light_commercial_vehicles,1.12
09/13/2021,heavy_goods_vehicles,1.09
09/13/2021,all_motor_vehicles,1
09/13/2021,cycling,0.93
09/13/2021,tfl_tube,0.5
09/13/2021,tfl_bus,0.71
09/13/2021,bus_excluding_london,0.74
09/13/2021,national_rail,0.62
09/14/2021,cars,0.92
09/14/2021,light_commercial_vehicles,1.08
09/14/2021,heavy_goods_vehicles,1.07
09/14/2021,all_motor_vehicles,0.96
09/14/2021,cycling,0.57
09/14/2021,tfl_tube,0.52
09/14/2021,tfl_bus,0.67
09/14/2021,bus_excluding_london,0.75
09/14/2021,national_rail,0.62
09/15/2021,cars,0.94
09/15/2021,light_commercial_vehicles,1.1
09/15/2021,heavy_goods_vehicles,1.08
09/15/2021,all_motor_vehicles,0.98
09/15/2021,cycling,1.11
09/15/2021,tfl_tube,0.54
09/15/2021,tfl_bus,0.71
09/15/2021,bus_excluding_london,0.75
09/15/2021,national_rail,0.61
09/16/2021,cars,0.95
09/16/2021,light_commercial_vehicles,1.08
09/16/2021,heavy_goods_vehicles,1.07
09/16/2021,all_motor_vehicles,0.98
09/16/2021,cycling,1.2
09/16/2021,tfl_tube,0.54
09/16/2021,tfl_bus,0.72
09/16/2021,bus_excluding_london,0.77
09/16/2021,national_rail,0.61
09/17/2021,cars,1
09/17/2021,light_commercial_vehicles,1.11
09/17/2021,heavy_goods_vehicles,1.06
09/17/2021,all_motor_vehicles,1.02
09/17/2021,cycling,0.92
09/17/2021,tfl_tube,0.54
09/17/2021,tfl_bus,0.72
09/17/2021,bus_excluding_london,0.75
09/17/2021,national_rail,0.59
09/18/2021,cars,1.07
09/18/2021,light_commercial_vehicles,1.25
09/18/2021,heavy_goods_vehicles,1.19
09/18/2021,all_motor_vehicles,1.11
09/18/2021,cycling,1.3
09/18/2021,tfl_tube,0.67
09/18/2021,tfl_bus,0.76
09/18/2021,bus_excluding_london,0.75
09/18/2021,national_rail,0.59
09/19/2021,cars,1.09
09/19/2021,light_commercial_vehicles,1.35
09/19/2021,heavy_goods_vehicles,1.35
09/19/2021,all_motor_vehicles,1.14
09/19/2021,cycling,1.26
09/19/2021,tfl_tube,0.64
09/19/2021,tfl_bus,0.78
09/19/2021,bus_excluding_london,0.82
09/19/2021,national_rail,0.59
09/20/2021,cars,0.97
09/20/2021,light_commercial_vehicles,1.13
09/20/2021,heavy_goods_vehicles,1.1
09/20/2021,all_motor_vehicles,1.01
09/20/2021,cycling,0.97
09/20/2021,tfl_tube,0.52
09/20/2021,tfl_bus,0.71
09/20/2021,bus_excluding_london,0.77
09/20/2021,national_rail,0.59
09/21/2021,cars,0.94
09/21/2021,light_commercial_vehicles,1.1
09/21/2021,heavy_goods_vehicles,1.09
09/21/2021,all_motor_vehicles,0.98
09/21/2021,cycling,0.93
09/21/2021,tfl_tube,0.55
09/21/2021,tfl_bus,0.73
09/21/2021,bus_excluding_london,0.8
09/21/2021,national_rail,0.59
09/22/2021,cars,0.94
09/22/2021,light_commercial_vehicles,1.1
09/22/2021,heavy_goods_vehicles,1.09
09/22/2021,all_motor_vehicles,0.98
09/22/2021,cycling,1.05
09/22/2021,tfl_tube,0.58
09/22/2021,tfl_bus,0.72
09/22/2021,bus_excluding_london,0.75
09/22/2021,national_rail,0.62
09/23/2021,cars,0.94
09/23/2021,light_commercial_vehicles,1.09
09/23/2021,heavy_goods_vehicles,1.09
09/23/2021,all_motor_vehicles,0.98
09/23/2021,cycling,1.05
09/23/2021,tfl_tube,0.57
09/23/2021,tfl_bus,0.72
09/23/2021,bus_excluding_london,0.77
09/23/2021,national_rail,0.62
09/24/2021,cars,1
09/24/2021,light_commercial_vehicles,1.1
09/24/2021,heavy_goods_vehicles,1.06
09/24/2021,all_motor_vehicles,1.02
09/24/2021,cycling,0.95
09/24/2021,tfl_tube,0.58
09/24/2021,tfl_bus,0.74
09/24/2021,bus_excluding_london,0.75
09/24/2021,national_rail,0.65
09/25/2021,cars,1.02
09/25/2021,light_commercial_vehicles,1.2
09/25/2021,heavy_goods_vehicles,1.18
09/25/2021,all_motor_vehicles,1.06
09/25/2021,cycling,1.28
09/25/2021,tfl_tube,0.75
09/25/2021,tfl_bus,0.78
09/25/2021,bus_excluding_london,0.78
09/25/2021,national_rail,0.66
09/26/2021,cars,1.05
09/26/2021,light_commercial_vehicles,1.29
09/26/2021,heavy_goods_vehicles,1.32
09/26/2021,all_motor_vehicles,1.1
09/26/2021,cycling,1.37
09/26/2021,tfl_tube,0.79
09/26/2021,tfl_bus,0.83
09/26/2021,bus_excluding_london,0.89
09/26/2021,national_rail,0.66
09/27/2021,cars,0.91
09/27/2021,light_commercial_vehicles,1.06
09/27/2021,heavy_goods_vehicles,1.07
09/27/2021,all_motor_vehicles,0.95
09/27/2021,cycling,0.71
09/27/2021,tfl_tube,0.55
09/27/2021,tfl_bus,0.71
09/27/2021,bus_excluding_london,0.75
09/27/2021,national_rail,0.66
09/28/2021,cars,0.86
09/28/2021,light_commercial_vehicles,1.03
09/28/2021,heavy_goods_vehicles,1.07
09/28/2021,all_motor_vehicles,0.91
09/28/2021,cycling,0.64
09/28/2021,tfl_tube,0.57
09/28/2021,tfl_bus,0.74
09/28/2021,bus_excluding_london,0.81
09/28/2021,national_rail,0.67
09/29/2021,cars,0.88
09/29/2021,light_commercial_vehicles,1.06
09/29/2021,heavy_goods_vehicles,1.07
09/29/2021,all_motor_vehicles,0.93
09/29/2021,cycling,1.06
09/29/2021,tfl_tube,0.58
09/29/2021,tfl_bus,0.74
09/29/2021,bus_excluding_london,0.8
09/29/2021,national_rail,0.65
09/30/2021,cars,0.88
09/30/2021,light_commercial_vehicles,1.04
09/30/2021,heavy_goods_vehicles,1.07
09/30/2021,all_motor_vehicles,0.92
09/30/2021,cycling,0.86
09/30/2021,tfl_tube,0.59
09/30/2021,tfl_bus,0.74
09/30/2021,bus_excluding_london,0.77
09/30/2021,national_rail,0.66
10/01/2021,cars,0.93
10/01/2021,light_commercial_vehicles,1.06
10/01/2021,heavy_goods_vehicles,1.05
10/01/2021,all_motor_vehicles,0.96
10/01/2021,cycling,0.76
10/01/2021,tfl_tube,0.57
10/01/2021,tfl_bus,0.74
10/01/2021,bus_excluding_london,0.78
10/01/2021,national_rail,0.66
10/02/2021,cars,0.94
10/02/2021,light_commercial_vehicles,1.14
10/02/2021,heavy_goods_vehicles,1.16
10/02/2021,all_motor_vehicles,0.98
10/02/2021,cycling,0.73
10/02/2021,tfl_tube,0.68
10/02/2021,tfl_bus,0.72
10/02/2021,bus_excluding_london,0.7
10/02/2021,national_rail,0.65
10/03/2021,cars,1
10/03/2021,light_commercial_vehicles,1.24
10/03/2021,heavy_goods_vehicles,1.27
10/03/2021,all_motor_vehicles,1.04
10/03/2021,cycling,1.07
10/03/2021,tfl_tube,0.83
10/03/2021,tfl_bus,0.78
10/03/2021,bus_excluding_london,0.88
10/03/2021,national_rail,0.65
10/04/2021,cars,0.91
10/04/2021,light_commercial_vehicles,1.09
10/04/2021,heavy_goods_vehicles,1.09
10/04/2021,all_motor_vehicles,0.96
10/04/2021,cycling,0.84
10/04/2021,tfl_tube,0.53
10/04/2021,tfl_bus,0.73
10/04/2021,bus_excluding_london,0.8
10/04/2021,national_rail,0.65
10/05/2021,cars,0.88
10/05/2021,light_commercial_vehicles,1.07
10/05/2021,heavy_goods_vehicles,1.08
10/05/2021,all_motor_vehicles,0.93
10/05/2021,cycling,0.64
10/05/2021,tfl_tube,0.56
10/05/2021,tfl_bus,0.74
10/05/2021,bus_excluding_london,0.8
10/05/2021,national_rail,0.65
10/06/2021,cars,0.9
10/06/2021,light_commercial_vehicles,1.07
10/06/2021,heavy_goods_vehicles,1.08
10/06/2021,all_motor_vehicles,0.95
10/06/2021,cycling,1.03
10/06/2021,tfl_tube,0.58
10/06/2021,tfl_bus,0.75
10/06/2021,bus_excluding_london,0.79
10/06/2021,national_rail,0.64
10/07/2021,cars,0.91
10/07/2021,light_commercial_vehicles,1.06
10/07/2021,heavy_goods_vehicles,1.08
10/07/2021,all_motor_vehicles,0.95
10/07/2021,cycling,1.12
10/07/2021,tfl_tube,0.58
10/07/2021,tfl_bus,0.74
10/07/2021,bus_excluding_london,0.8
10/07/2021,national_rail,0.64
10/08/2021,cars,0.95
10/08/2021,light_commercial_vehicles,1.07
10/08/2021,heavy_goods_vehicles,1.06
10/08/2021,all_motor_vehicles,0.98
10/08/2021,cycling,0.89
10/08/2021,tfl_tube,0.57
10/08/2021,tfl_bus,0.77
10/08/2021,bus_excluding_london,0.79
10/08/2021,national_rail,0.64
10/09/2021,cars,1.02
10/09/2021,light_commercial_vehicles,1.22
10/09/2021,heavy_goods_vehicles,1.2
10/09/2021,all_motor_vehicles,1.06
10/09/2021,cycling,1.26
10/09/2021,tfl_tube,0.73
10/09/2021,tfl_bus,0.83
10/09/2021,bus_excluding_london,0.79
10/09/2021,national_rail,0.64
10/10/2021,cars,1.06
10/10/2021,light_commercial_vehicles,1.3
10/10/2021,heavy_goods_vehicles,1.27
10/10/2021,all_motor_vehicles,1.11
10/10/2021,cycling,1.25
10/10/2021,tfl_tube,0.71
10/10/2021,tfl_bus,0.8
10/10/2021,bus_excluding_london,0.87
10/10/2021,national_rail,0.63
10/11/2021,cars,0.94
10/11/2021,light_commercial_vehicles,1.11
10/11/2021,heavy_goods_vehicles,1.1
10/11/2021,all_motor_vehicles,0.98
10/11/2021,cycling,0.83
10/11/2021,tfl_tube,0.54
10/11/2021,tfl_bus,0.75
10/11/2021,bus_excluding_london,0.8
10/11/2021,national_rail,0.63
10/12/2021,cars,0.91
10/12/2021,light_commercial_vehicles,1.08
10/12/2021,heavy_goods_vehicles,1.09
10/12/2021,all_motor_vehicles,0.96
10/12/2021,cycling,0.75
10/12/2021,tfl_tube,0.59
10/12/2021,tfl_bus,0.73
10/12/2021,bus_excluding_london,0.82
10/12/2021,national_rail,0.63
10/13/2021,cars,0.91
10/13/2021,light_commercial_vehicles,1.09
10/13/2021,heavy_goods_vehicles,1.1
10/13/2021,all_motor_vehicles,0.96
10/13/2021,cycling,0.96
10/13/2021,tfl_tube,0.59
10/13/2021,tfl_bus,0.74
10/13/2021,bus_excluding_london,0.78
10/13/2021,national_rail,0.61
10/14/2021,cars,0.92
10/14/2021,light_commercial_vehicles,1.07
10/14/2021,heavy_goods_vehicles,1.08
10/14/2021,all_motor_vehicles,0.96
10/14/2021,cycling,1.01
10/14/2021,tfl_tube,0.61
10/14/2021,tfl_bus,0.75
10/14/2021,bus_excluding_london,0.8
10/14/2021,national_rail,0.62
10/15/2021,cars,0.97
10/15/2021,light_commercial_vehicles,1.09
10/15/2021,heavy_goods_vehicles,1.06
10/15/2021,all_motor_vehicles,1
10/15/2021,cycling,0.83
10/15/2021,tfl_tube,0.6
10/15/2021,tfl_bus,0.77
10/15/2021,bus_excluding_london,0.79
10/15/2021,national_rail,0.59
10/16/2021,cars,1.01
10/16/2021,light_commercial_vehicles,1.21
10/16/2021,heavy_goods_vehicles,1.17
10/16/2021,all_motor_vehicles,1.05
10/16/2021,cycling,1.13
10/16/2021,tfl_tube,0.7
10/16/2021,tfl_bus,0.79
10/16/2021,bus_excluding_london,0.78
10/16/2021,national_rail,0.6
10/17/2021,cars,1.03
10/17/2021,light_commercial_vehicles,1.26
10/17/2021,heavy_goods_vehicles,1.25
10/17/2021,all_motor_vehicles,1.07
10/17/2021,cycling,0.97
10/17/2021,tfl_tube,0.74
10/17/2021,tfl_bus,0.78
10/17/2021,bus_excluding_london,0.86
10/17/2021,national_rail,0.6
10/18/2021,cars,0.91
10/18/2021,light_commercial_vehicles,1.1
10/18/2021,heavy_goods_vehicles,1.09
10/18/2021,all_motor_vehicles,0.96
10/18/2021,cycling,0.74
10/18/2021,tfl_tube,0.57
10/18/2021,tfl_bus,0.84
10/18/2021,bus_excluding_london,0.76
10/18/2021,national_rail,0.6
10/19/2021,cars,0.89
10/19/2021,light_commercial_vehicles,1.07
10/19/2021,heavy_goods_vehicles,1.07
10/19/2021,all_motor_vehicles,0.93
10/19/2021,cycling,0.62
10/19/2021,tfl_tube,0.6
10/19/2021,tfl_bus,0.82
10/19/2021,bus_excluding_london,0.79
10/19/2021,national_rail,0.6
10/20/2021,cars,0.89
10/20/2021,light_commercial_vehicles,1.06
10/20/2021,heavy_goods_vehicles,1.07
10/20/2021,all_motor_vehicles,0.93
10/20/2021,cycling,0.76
10/20/2021,tfl_tube,0.62
10/20/2021,tfl_bus,0.84
10/20/2021,bus_excluding_london,0.75
10/20/2021,national_rail,0.63
10/21/2021,cars,0.91
10/21/2021,light_commercial_vehicles,1.06
10/21/2021,heavy_goods_vehicles,1.06
10/21/2021,all_motor_vehicles,0.95
10/21/2021,cycling,1.02
10/21/2021,tfl_tube,0.63
10/21/2021,tfl_bus,0.88
10/21/2021,bus_excluding_london,0.78
10/21/2021,national_rail,0.63
10/22/2021,cars,0.95
10/22/2021,light_commercial_vehicles,1.08
10/22/2021,heavy_goods_vehicles,1.05
10/22/2021,all_motor_vehicles,0.98
10/22/2021,cycling,0.77
10/22/2021,tfl_tube,0.61
10/22/2021,tfl_bus,0.82
10/22/2021,bus_excluding_london,0.73
10/22/2021,national_rail,0.66
10/23/2021,cars,1.02
10/23/2021,light_commercial_vehicles,1.22
10/23/2021,heavy_goods_vehicles,1.18
10/23/2021,all_motor_vehicles,1.06
10/23/2021,cycling,1.03
10/23/2021,tfl_tube,0.75
10/23/2021,tfl_bus,0.83
10/23/2021,bus_excluding_london,0.76
10/23/2021,national_rail,0.65
10/24/2021,cars,1.02
10/24/2021,light_commercial_vehicles,1.25
10/24/2021,heavy_goods_vehicles,1.23
10/24/2021,all_motor_vehicles,1.06
10/24/2021,cycling,0.91
10/24/2021,tfl_tube,0.67
10/24/2021,tfl_bus,0.77
10/24/2021,bus_excluding_london,0.83
10/24/2021,national_rail,0.65
10/25/2021,cars,0.92
10/25/2021,light_commercial_vehicles,1.08
10/25/2021,heavy_goods_vehicles,1.06
10/25/2021,all_motor_vehicles,0.96
10/25/2021,cycling,0.76
10/25/2021,tfl_tube,0.56
10/25/2021,tfl_bus,0.66
10/25/2021,bus_excluding_london,0.66
10/25/2021,national_rail,0.65
10/26/2021,cars,0.89
10/26/2021,light_commercial_vehicles,1.05
10/26/2021,heavy_goods_vehicles,1.05
10/26/2021,all_motor_vehicles,0.93
10/26/2021,cycling,0.7
10/26/2021,tfl_tube,0.61
10/26/2021,tfl_bus,0.66
10/26/2021,bus_excluding_london,0.68
10/26/2021,national_rail,0.66
10/27/2021,cars,0.9
10/27/2021,light_commercial_vehicles,1.05
10/27/2021,heavy_goods_vehicles,1.06
10/27/2021,all_motor_vehicles,0.94
10/27/2021,cycling,0.77
10/27/2021,tfl_tube,0.61
10/27/2021,tfl_bus,0.66
10/27/2021,bus_excluding_london,0.64
10/27/2021,national_rail,0.64
10/28/2021,cars,0.9
10/28/2021,light_commercial_vehicles,1.03
10/28/2021,heavy_goods_vehicles,1.03
10/28/2021,all_motor_vehicles,0.93
10/28/2021,cycling,0.79
10/28/2021,tfl_tube,0.63
10/28/2021,tfl_bus,0.66
10/28/2021,bus_excluding_london,0.66
10/28/2021,national_rail,0.64
10/29/2021,cars,0.92
10/29/2021,light_commercial_vehicles,1.04
10/29/2021,heavy_goods_vehicles,1.02
10/29/2021,all_motor_vehicles,0.95
10/29/2021,cycling,0.54
10/29/2021,tfl_tube,0.61
10/29/2021,tfl_bus,0.68
10/29/2021,bus_excluding_london,0.64
10/29/2021,national_rail,0.64
10/30/2021,cars,1
10/30/2021,light_commercial_vehicles,1.19
10/30/2021,heavy_goods_vehicles,1.16
10/30/2021,all_motor_vehicles,1.04
10/30/2021,cycling,0.84
10/30/2021,tfl_tube,0.8
10/30/2021,tfl_bus,0.86
10/30/2021,bus_excluding_london,0.75
10/30/2021,national_rail,0.65
10/31/2021,cars,1
10/31/2021,light_commercial_vehicles,1.24
10/31/2021,heavy_goods_vehicles,1.2
10/31/2021,all_motor_vehicles,1.04
10/31/2021,cycling,0.55
10/31/2021,tfl_tube,0.68
10/31/2021,tfl_bus,0.78
10/31/2021,bus_excluding_london,0.8
10/31/2021,national_rail,0.64
11/01/2021,cars,0.91
11/01/2021,light_commercial_vehicles,1.1
11/01/2021,heavy_goods_vehicles,1.09
11/01/2021,all_motor_vehicles,0.96
11/01/2021,cycling,0.63
11/01/2021,tfl_tube,0.57
11/01/2021,tfl_bus,0.72
11/01/2021,bus_excluding_london,0.75
11/01/2021,national_rail,0.64
11/02/2021,cars,0.9
11/02/2021,light_commercial_vehicles,1.1
11/02/2021,heavy_goods_vehicles,1.06
11/02/2021,all_motor_vehicles,0.95
11/02/2021,cycling,0.72
11/02/2021,tfl_tube,0.61
11/02/2021,tfl_bus,0.73
11/02/2021,bus_excluding_london,0.83
11/02/2021,national_rail,0.64
11/03/2021,cars,0.9
11/03/2021,light_commercial_vehicles,1.1
11/03/2021,heavy_goods_vehicles,1.07
11/03/2021,all_motor_vehicles,0.95
11/03/2021,cycling,0.9
11/03/2021,tfl_tube,0.62
11/03/2021,tfl_bus,0.73
11/03/2021,bus_excluding_london,0.78
11/03/2021,national_rail,0.64
11/04/2021,cars,0.91
11/04/2021,light_commercial_vehicles,1.09
11/04/2021,heavy_goods_vehicles,1.07
11/04/2021,all_motor_vehicles,0.96
11/04/2021,cycling,1.01
11/04/2021,tfl_tube,0.63
11/04/2021,tfl_bus,0.74
11/04/2021,bus_excluding_london,0.8
11/04/2021,national_rail,0.64
11/05/2021,cars,0.94
11/05/2021,light_commercial_vehicles,1.08
11/05/2021,heavy_goods_vehicles,1.05
11/05/2021,all_motor_vehicles,0.98
11/05/2021,cycling,0.82
11/05/2021,tfl_tube,0.62
11/05/2021,tfl_bus,0.76
11/05/2021,bus_excluding_london,0.79
11/05/2021,national_rail,0.64
11/06/2021,cars,0.97
11/06/2021,light_commercial_vehicles,1.17
11/06/2021,heavy_goods_vehicles,1.13
11/06/2021,all_motor_vehicles,1
11/06/2021,cycling,0.98
11/06/2021,tfl_tube,0.76
11/06/2021,tfl_bus,0.85
11/06/2021,bus_excluding_london,0.74
11/06/2021,national_rail,0.64
11/07/2021,cars,1.02
11/07/2021,light_commercial_vehicles,1.25
11/07/2021,heavy_goods_vehicles,1.24
11/07/2021,all_motor_vehicles,1.06
11/07/2021,cycling,1.02
11/07/2021,tfl_tube,0.75
11/07/2021,tfl_bus,0.82
11/07/2021,bus_excluding_london,0.86
11/07/2021,national_rail,0.65
11/08/2021,cars,0.92
11/08/2021,light_commercial_vehicles,1.11
11/08/2021,heavy_goods_vehicles,1.1
11/08/2021,all_motor_vehicles,0.96
11/08/2021,cycling,0.85
11/08/2021,tfl_tube,0.56
11/08/2021,tfl_bus,0.74
11/08/2021,bus_excluding_london,0.79
11/08/2021,national_rail,0.65
11/09/2021,cars,0.9
11/09/2021,light_commercial_vehicles,1.09
11/09/2021,heavy_goods_vehicles,1.09
11/09/2021,all_motor_vehicles,0.95
11/09/2021,cycling,0.79
11/09/2021,tfl_tube,0.6
11/09/2021,tfl_bus,0.76
11/09/2021,bus_excluding_london,0.84
11/09/2021,national_rail,0.65
11/10/2021,cars,0.9
11/10/2021,light_commercial_vehicles,1.09
11/10/2021,heavy_goods_vehicles,1.09
11/10/2021,all_motor_vehicles,0.95
11/10/2021,cycling,0.94
11/10/2021,tfl_tube,0.61
11/10/2021,tfl_bus,0.74
11/10/2021,bus_excluding_london,0.79
11/10/2021,national_rail,0.63
11/11/2021,cars,0.9
11/11/2021,light_commercial_vehicles,1.07
11/11/2021,heavy_goods_vehicles,1.07
11/11/2021,all_motor_vehicles,0.95
11/11/2021,cycling,1.04
11/11/2021,tfl_tube,0.61
11/11/2021,tfl_bus,0.76
11/11/2021,bus_excluding_london,0.81
11/11/2021,national_rail,0.63
11/12/2021,cars,0.93
11/12/2021,light_commercial_vehicles,1.08
11/12/2021,heavy_goods_vehicles,1.06
11/12/2021,all_motor_vehicles,0.97
11/12/2021,cycling,0.63
11/12/2021,tfl_tube,0.62
11/12/2021,tfl_bus,0.78
11/12/2021,bus_excluding_london,0.78
11/12/2021,national_rail,0.6
11/13/2021,cars,0.99
11/13/2021,light_commercial_vehicles,1.18
11/13/2021,heavy_goods_vehicles,1.15
11/13/2021,all_motor_vehicles,1.02
11/13/2021,cycling,1.18
11/13/2021,tfl_tube,0.82
11/13/2021,tfl_bus,0.8
11/13/2021,bus_excluding_london,0.8
11/13/2021,national_rail,0.6
11/14/2021,cars,1.01
11/14/2021,light_commercial_vehicles,1.25
11/14/2021,heavy_goods_vehicles,1.22
11/14/2021,all_motor_vehicles,1.05
11/14/2021,cycling,1.1
11/14/2021,tfl_tube,0.77
11/14/2021,tfl_bus,0.77
11/14/2021,bus_excluding_london,0.85
11/14/2021,national_rail,0.6
11/15/2021,cars,0.91
11/15/2021,light_commercial_vehicles,1.12
11/15/2021,heavy_goods_vehicles,1.11
11/15/2021,all_motor_vehicles,0.96
11/15/2021,cycling,0.79
11/15/2021,tfl_tube,0.57
11/15/2021,tfl_bus,0.74
11/15/2021,bus_excluding_london,0.8
11/15/2021,national_rail,0.61
11/16/2021,cars,0.9
11/16/2021,light_commercial_vehicles,1.1
11/16/2021,heavy_goods_vehicles,1.09
11/16/2021,all_motor_vehicles,0.95
11/16/2021,cycling,0.72
11/16/2021,tfl_tube,0.61
11/16/2021,tfl_bus,0.77
11/16/2021,bus_excluding_london,0.83
11/16/2021,national_rail,0.61
11/17/2021,cars,0.9
11/17/2021,light_commercial_vehicles,1.1
11/17/2021,heavy_goods_vehicles,1.09
11/17/2021,all_motor_vehicles,0.95
11/17/2021,cycling,0.93
11/17/2021,tfl_tube,0.62
11/17/2021,tfl_bus,0.76
11/17/2021,bus_excluding_london,0.79
11/17/2021,national_rail,0.64
11/18/2021,cars,0.9
11/18/2021,light_commercial_vehicles,1.08
11/18/2021,heavy_goods_vehicles,1.08
11/18/2021,all_motor_vehicles,0.94
11/18/2021,cycling,1.05
11/18/2021,tfl_tube,0.63
11/18/2021,tfl_bus,0.77
11/18/2021,bus_excluding_london,0.81
11/18/2021,national_rail,0.64
11/19/2021,cars,0.93
11/19/2021,light_commercial_vehicles,1.08
11/19/2021,heavy_goods_vehicles,1.06
11/19/2021,all_motor_vehicles,0.97
11/19/2021,cycling,0.78
11/19/2021,tfl_tube,0.62
11/19/2021,tfl_bus,0.77
11/19/2021,bus_excluding_london,0.8
11/19/2021,national_rail,0.69
11/20/2021,cars,0.98
11/20/2021,light_commercial_vehicles,1.19
11/20/2021,heavy_goods_vehicles,1.17
11/20/2021,all_motor_vehicles,1.02
11/20/2021,cycling,1.08
11/20/2021,tfl_tube,0.75
11/20/2021,tfl_bus,0.82
11/20/2021,bus_excluding_london,0.8
11/20/2021,national_rail,0.69
11/21/2021,cars,1.02
11/21/2021,light_commercial_vehicles,1.28
11/21/2021,heavy_goods_vehicles,1.25
11/21/2021,all_motor_vehicles,1.07
11/21/2021,cycling,0.92
11/21/2021,tfl_tube,0.76
11/21/2021,tfl_bus,0.81
11/21/2021,bus_excluding_london,0.88
11/21/2021,national_rail,0.7
11/22/2021,cars,0.92
11/22/2021,light_commercial_vehicles,1.12
11/22/2021,heavy_goods_vehicles,1.11
11/22/2021,all_motor_vehicles,0.97
11/22/2021,cycling,0.76
11/22/2021,tfl_tube,0.57
11/22/2021,tfl_bus,0.75
11/22/2021,bus_excluding_london,0.8
11/22/2021,national_rail,0.7
11/23/2021,cars,0.91
11/23/2021,light_commercial_vehicles,1.1
11/23/2021,heavy_goods_vehicles,1.09
11/23/2021,all_motor_vehicles,0.95
11/23/2021,cycling,0.71
11/23/2021,tfl_tube,0.61
11/23/2021,tfl_bus,0.76
11/23/2021,bus_excluding_london,0.84
11/23/2021,national_rail,0.7
11/24/2021,cars,0.9
11/24/2021,light_commercial_vehicles,1.1
11/24/2021,heavy_goods_vehicles,1.1
11/24/2021,all_motor_vehicles,0.95
11/24/2021,cycling,0.87
11/24/2021,tfl_tube,0.62
11/24/2021,tfl_bus,0.75
11/24/2021,bus_excluding_london,0.79
11/24/2021,national_rail,0.67
11/25/2021,cars,0.92
11/25/2021,light_commercial_vehicles,1.09
11/25/2021,heavy_goods_vehicles,1.09
11/25/2021,all_motor_vehicles,0.96
11/25/2021,cycling,0.87
11/25/2021,tfl_tube,0.63
11/25/2021,tfl_bus,0.76
11/25/2021,bus_excluding_london,0.82
11/25/2021,national_rail,0.67
11/26/2021,cars,0.93
11/26/2021,light_commercial_vehicles,1.09
11/26/2021,heavy_goods_vehicles,1.07
11/26/2021,all_motor_vehicles,0.97
11/26/2021,cycling,0.58
11/26/2021,tfl_tube,0.45
11/26/2021,tfl_bus,0.8
11/26/2021,bus_excluding_london,0.77
11/26/2021,national_rail,0.67
11/27/2021,cars,0.89
11/27/2021,light_commercial_vehicles,1.13
11/27/2021,heavy_goods_vehicles,1.14
11/27/2021,all_motor_vehicles,0.93
11/27/2021,cycling,0.47
11/27/2021,tfl_tube,0.72
11/27/2021,tfl_bus,0.76
11/27/2021,bus_excluding_london,0.67
11/27/2021,national_rail,0.65
11/28/2021,cars,0.95
11/28/2021,light_commercial_vehicles,1.23
11/28/2021,heavy_goods_vehicles,1.27
11/28/2021,all_motor_vehicles,1
11/28/2021,cycling,0.72
11/28/2021,tfl_tube,0.76
11/28/2021,tfl_bus,0.78
11/28/2021,bus_excluding_london,0.83
11/28/2021,national_rail,0.65
11/29/2021,cars,0.89
11/29/2021,light_commercial_vehicles,1.11
11/29/2021,heavy_goods_vehicles,1.1
11/29/2021,all_motor_vehicles,0.94
11/29/2021,cycling,0.87
11/29/2021,tfl_tube,0.57
11/29/2021,tfl_bus,0.73
11/29/2021,bus_excluding_london,0.75
11/29/2021,national_rail,0.64
11/30/2021,cars,0.9
11/30/2021,light_commercial_vehicles,1.12
11/30/2021,heavy_goods_vehicles,1.1
11/30/2021,all_motor_vehicles,0.95
11/30/2021,cycling,0.69
11/30/2021,tfl_tube,0.59
11/30/2021,tfl_bus,0.75
11/30/2021,bus_excluding_london,0.83
11/30/2021,national_rail,0.64
12/01/2021,cars,0.9
12/01/2021,light_commercial_vehicles,1.11
12/01/2021,heavy_goods_vehicles,1.1
12/01/2021,all_motor_vehicles,0.95
12/01/2021,cycling,0.75
12/01/2021,tfl_tube,0.6
12/01/2021,tfl_bus,0.76
12/01/2021,bus_excluding_london,0.77
12/01/2021,national_rail,0.64
12/02/2021,cars,0.9
12/02/2021,light_commercial_vehicles,1.07
12/02/2021,heavy_goods_vehicles,1.09
12/02/2021,all_motor_vehicles,0.94
12/02/2021,cycling,1.02
12/02/2021,tfl_tube,0.61
12/02/2021,tfl_bus,0.76
12/02/2021,bus_excluding_london,0.8
12/02/2021,national_rail,0.64
12/03/2021,cars,0.92
12/03/2021,light_commercial_vehicles,1.08
12/03/2021,heavy_goods_vehicles,1.08
12/03/2021,all_motor_vehicles,0.96
12/03/2021,cycling,0.85
12/03/2021,tfl_tube,0.6
12/03/2021,tfl_bus,0.77
